ID,State,Name,Category,Income,Qualification,Description,LINKS,Type
389,Maharashtra,Kind Circle Scholarship for Meritorious Students,all ,600000,All students ,Kind Circle Scholarship for Meritorious Students is an initiative to support academically meritorious students coming from under-privileged section of society to build a foundation for their bright future.,https://scholarshiparena.in/kind-scholarship-for-meritorious-girls-students/ ,Private
390,Maharashtra,Coal India Limited EWS Scholarship,all ,0,Engineering and Medical colleges,"Coal India Limited EWS Scholarship 2023 is an opportunity offered by Coal India Limited to students who are pursuing UG degree in Engineering and Medical course. The main objective of this scholarship is to spread quality professional education among meritorious (BPL) students with merit to nurture successful careers. The selected candidates will receive the total course fee for the entire period of the course which will include reimbursement of full tuition fees, hostel fees/mess charges (accommodation charges) and an incidental fee of INR 10,000.",https://archive.coalindia.in/DesktopModules/DocumentList/documents/New_BPL_Scholarship_Annexure_I.pdf ,Private
391,Maharashtra,SBIF Asha Scholarship Program,all ,300000,PHD ,"SBIF Asha Scholarship Program 2023 is an initiative of the SBI Foundation under its education vertical - Integrated Learning Mission (ILM), to provide financial assistance to meritorious students from low-income families across India to ensure continuity of their education. Under this scholarship program, college students pursuing first year of undergraduate studies from top NIRF universities/colleges and IITs, MBA/PGDM from IIMs, and PhD from premier institutions are entitled to receive a scholarship of up to INR 5 lakh for 1 year. Buddy4Study is the implementation partner for this scholarship program."," https://amkresourceinfo.com/sbif-asha-scholarship-program-2023-announced-apply-now/#:~:text=Under%20the%20SBIF%20Asha%20Scholarship%20Program%202023%20the,up%20to%20Rs%205%20lakh%20for%201%20year",Private
392,Maharashtra,State University Research Excellence Fellowship,all ,0,PhD,"State University Research Excellence Fellowship (SERB-SURE) 2023 is an initiative of the Science and Engineering Research Board (SERB) for Indian researchers. The scheme will help to seed new research opportunities at various state & private universities and colleges and will propagate scientific temper in faculty and students of these institutions. The selected candidates will receive a one-time grant of INR 30 lakh for a period of three years including domestic travel, contingency and other costs.",https://serbonline.in/SERB/Sure,Private
393,Maharashtra,Medhaavi Engineering Scholarship Program,all ,0,B.Tech,"The Medhaavi Engineering Scholarship Program 2023-24 is a CSR initiative of Bharat Petroleum Corporation Limited (BPCL) that aims to provide financial assistance to underprivileged students pursuing undergraduate engineering courses at specified 20 NITs across India and encourage them to pursue their higher studies, gain self-confidence, achieve independence and become employable. Under this scholarship, students enrolled in engineering courses (any year) at specified institutions will be provided with a one-time fixed scholarship of INR 50,000 to continue their higher education.", https://www.scholarshipforum.in/2023/05/medhaavi-engineering-scholarship-2023-24.html,Private
394,Maharashtra,Sightsavers India Fellowship Program,all ,0,diploma,"Sightsavers India Fellowship Program 2023 is an opportunity offered by Sightsavers* India for young ophthalmologists. The fellowship is an opportunity for promising and passionate young ophthalmologists to get trained at some of the leading eye health institutes in India. The program focuses on identifying and grooming talented candidates through an innovative course to enhance their perspectives on rural eye health. The selected students will receive a monthly stipend of up to INR 75,000 and other benefits.",https://indiafellowshipprogram.sightsaversindia.in/,Private
395,Maharashtra,IITTNiF CHANAKYA - Post-Graduate Fellowship,all ,0,M. Tech./M.E./M.S.,"IITTNiF CHANAKYA - Post-Graduate Fellowship 2023 is an opportunity offered by IIT Tirupati Navavishkar I-HUB Foundation (IITTNiF) [a not-for-profit Section-8 company] to students studying in 1st and 3rd semester of M. Tech./M.E./M.S. or any equivalent degree. The selected fellows will receive INR 12,400 per month (including stipend, contingency and travel).",https://iittnif.com/pgapplication ,Private
396,Maharashtra,VAIBHAV Fellowship,all ,0,Ph.D/M.D/M.S,"VAIBHAV Fellowship 2023 is an opportunity offered by the Department of Science and Technology, New Delhi to Ph.D/M.D/M.S degree holders. The main aim of this fellowship is to improve the research ecosystem of India’s Higher Educational and Scientific Institutions by facilitating academic and research collaborations between Indian Institutions and the best institutions in the world through mobility of faculty/researcher from overseas institutions to India. The selected candidates will receive USD 5,000 and other benefits.",https://dst.gov.in/news/vaibhav-fellowships ,Private
397,Maharashtra,State Government Daxshina Adhichatra Scholarship,all,0,Graduation,"State Government Daxshina Adhichatra Scholarship 2022-23, Maharashtra is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra to provide financial assistance to students pursuing postgraduation from Government institutes and colleges and non-agricultural universities. A total of 76 selected students will receive INR 250 per month under this scholarship scheme.",https://mahadbtmahait.gov.in/RegistrationLogin/RegistrationLogin,Government
398,All India,pre matric scholarships scheme for minorities,Minority,100000,1st to 10th,"The Government of India spends a considerable chunk of its resources for the development of various religious minorities in India. Communities including Muslims, Sikhs, Christians, Buddhists, Zoroastrians (Parsis) and Jains have been notified as minority communities by the government. Under the ambit of the Ministry of Minority Affairs (MOMA), the government regulates various developmental programmes aimed at the upliftment of minority communities",https://www.minorityaffairs.gov.in/show_content.php?lang=1&level=1&ls_id=777&lid=825,Government
399,All India,Post Matric Scholarships Scheme for Minorities,Minority,200000,11th or above,"Post Matric Scholarship for minorities is provided by the Ministry of Minority Affairs (MOMA) for the upliftment of students belonging to minority communities. According to the Government of India, Muslims, Sikhs, Christians, Buddhists, Zoroastrians (Parsis) and Jains are notified as minority communities. Under this post-matric scholarship for minorities, students studying in class 11 to PhD are offered up to INR 10,000 annually to pursue higher education.", https://scholarships.gov.in/,Government
400,All India,NSP Merit Cum Means Scholarship for Professional and Technical Courses CS (Minorities),Minority,250000,Professional,"NSP Merit Cum Means Scholarship for Professional and Technical Courses CS (Minorities) 2022-23 is an initiative for minority community students who are pursuing technical or professional courses at the undergraduate or postgraduate level. The scholarship is being offered by the Ministry of Minority Affairs (MoMA), Government of India. The scholarship aims at providing suitable financial assistance to meritorious and underprivileged students belonging to minority communities to enable them to pursue technical and professional courses. The selected candidates will receive course fees and maintenance allowance.", https://scholarships.gov.in/,Government
401,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,9th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
402,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,10th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
403,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,11th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
404,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,12th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
405,All India,Pre-matric Scholarship for Students with Disabilities,PWD,250000,9th,"NSP Pre-Matric Scholarship for Students with Disabilities 2022-23 is an initiative for physically challenged students of Class 9 or 10. The scholarship is being offered by the Department of Empowerment of Persons with Disability, Government of India. The key objective of the scholarship is to support students with disabilities for their studies and prepare them to earn their livelihood and find a dignified place for themselves in society. The selected candidates will receive maintenance allowance, book grant and disability allowance", https://scholarships.gov.in/,Government
